StudentID,Gender,Grade,Internet Access,Maths,Science,English,History,Computer,Attendance(%),Recommendation
S00409,Female,11,Yes,73,68,58,65,61,77,Needs Improvement
S00410,Male,11,Yes,79,76,69,79,98,91,Eligible for Advanced Courses
S00411,Female,11,No,67,74,72,66,73,78,Needs Improvement
S00412,Male,10,No,74,64,55,66,84,78,Needs Improvement
S00413,Female,11,Yes,54,64,49,54,63,57,Needs Improvement
S00414,Female,9,Yes,79,80,100,58,100,63,Needs Improvement
S00415,Female,12,Yes,76,74,67,73,66,82,Needs Improvement
S00416,Male,11,No,63,66,72,60,77,92,Needs Improvement
S00417,Female,11,Yes,85,91,75,81,87,77,Needs Improvement
S00418,Female,11,Yes,69,64,40,61,73,97,Needs Improvement
S00419,Female,11,Yes,83,80,76,67,71,83,Needs Improvement
S00420,Male,12,Yes,96,85,82,72,89,94,Eligible for Advanced Courses
S00421,Male,9,Yes,71,67,65,55,74,94,Needs Improvement
S00422,Female,10,No,53,67,61,59,81,55,Needs Improvement
S00423,Male,10,Yes,100,95,99,83,92,75,Needs Improvement
S00424,Male,12,Yes,57,69,56,60,62,78,Needs Improvement
S00425,Female,9,Yes,61,71,56,80,85,66,Needs Improvement
S00426,Female,12,Yes,88,94,88,89,100,86,Eligible for Advanced Courses
S00427,Male,12,No,71,74,73,75,73,92,Needs Improvement
S00428,Female,11,Yes,100,100,93,88,100,100,Eligible for Advanced Courses
S00429,Male,11,Yes,56,54,36,43,55,87,High Risk of Failure
S00430,Female,11,Yes,79,88,70,88,86,100,Eligible for Advanced Courses
S00431,Female,11,Yes,86,85,83,94,82,84,Needs Improvement
S00432,Female,11,Yes,60,63,49,49,74,56,Needs Improvement
S00433,Female,12,No,62,63,52,56,41,66,Needs Improvement
S00434,Male,11,Yes,72,77,75,70,84,78,Needs Improvement
S00435,Male,11,No,69,67,57,63,79,75,Needs Improvement
S00436,Female,10,Yes,82,86,87,69,81,64,Needs Improvement
S00437,Female,10,Yes,69,56,51,56,53,82,Needs Improvement
S00438,Male,10,Yes,74,76,67,60,84,81,Needs Improvement
S00439,Male,10,Yes,78,81,63,84,84,100,Eligible for Advanced Courses
S00440,Female,9,Yes,75,70,65,63,69,100,Needs Improvement
S00441,Male,12,Yes,68,73,72,75,83,97,Needs Improvement
S00442,Female,12,Yes,48,38,47,41,56,97,High Risk of Failure
S00443,Female,11,Yes,94,92,83,88,87,76,Needs Improvement
S00444,Male,10,Yes,100,96,97,85,100,93,Eligible for Advanced Courses
S00445,Male,10,Yes,40,44,39,32,55,89,High Risk of Failure
S00446,Male,12,Yes,66,75,77,62,69,87,Needs Improvement
S00447,Female,9,Yes,68,72,50,73,74,89,Needs Improvement
S00448,Male,11,Yes,69,61,75,65,79,80,Needs Improvement
S00449,Female,10,No,62,59,61,40,64,94,Needs Improvement
S00450,Male,9,Yes,79,73,67,71,73,78,Needs Improvement
S00451,Female,10,Yes,55,67,57,53,62,93,Needs Improvement
S00452,Female,10,Yes,94,90,91,85,91,86,Eligible for Advanced Courses
S00453,Female,12,Yes,41,43,37,35,38,73,High Risk of Failure
S00454,Male,10,No,58,50,44,39,55,91,High Risk of Failure
S00455,Male,9,Yes,88,86,70,76,80,94,Eligible for Advanced Courses
S00456,Female,11,Yes,63,63,66,51,71,98,Needs Improvement
S00457,Male,11,Yes,60,58,68,50,69,100,Needs Improvement
S00458,Male,9,Yes,79,78,80,65,75,89,Eligible for Advanced Courses
S00459,Female,9,Yes,87,85,86,69,100,77,Needs Improvement
S00460,Female,10,Yes,97,80,79,78,100,100,Eligible for Advanced Courses
S00461,Male,12,Yes,87,84,78,69,77,74,Needs Improvement
S00462,Female,12,Yes,88,86,69,75,100,97,Eligible for Advanced Courses
S00463,Male,10,Yes,76,65,68,73,77,72,Needs Improvement
S00464,Male,12,Yes,57,51,52,50,50,100,Needs Improvement
S00465,Male,9,No,48,47,45,48,54,87,High Risk of Failure
S00466,Male,10,Yes,56,66,65,53,65,86,Needs Improvement
S00467,Female,9,Yes,90,97,76,79,94,75,Needs Improvement
S00468,Female,9,No,67,75,71,60,90,91,Needs Improvement
S00469,Male,12,Yes,78,81,67,73,61,96,Needs Improvement
S00470,Male,12,Yes,59,50,45,42,54,93,Needs Improvement
S00471,Male,12,Yes,46,30,30,30,61,99,High Risk of Failure
S00472,Male,12,Yes,58,54,41,49,47,75,High Risk of Failure
S00473,Male,9,No,94,94,99,87,85,96,Eligible for Advanced Courses
S00474,Female,12,Yes,94,98,97,94,95,89,Eligible for Advanced Courses
S00475,Female,11,No,100,95,84,96,100,96,Eligible for Advanced Courses
S00476,Female,12,Yes,71,68,75,75,63,89,Needs Improvement
S00477,Male,11,Yes,93,79,71,80,96,100,Eligible for Advanced Courses
S00478,Female,10,Yes,86,82,91,76,100,100,Eligible for Advanced Courses
S00479,Male,9,No,99,95,87,88,100,82,Needs Improvement
S00480,Female,12,No,63,64,44,62,59,85,Needs Improvement
S00481,Female,10,Yes,35,37,34,52,43,73,High Risk of Failure
S00482,Male,9,No,79,78,65,84,100,86,Eligible for Advanced Courses
S00483,Male,10,Yes,51,47,51,42,79,68,Needs Improvement
S00484,Male,12,Yes,84,85,70,68,85,96,Eligible for Advanced Courses
S00485,Male,10,Yes,69,73,71,71,100,93,Eligible for Advanced Courses
S00486,Male,10,Yes,83,87,68,74,87,71,Needs Improvement
S00487,Male,11,Yes,73,59,71,67,74,86,Needs Improvement
S00488,Female,11,Yes,65,77,56,58,70,100,Needs Improvement
S00489,Male,12,Yes,72,75,69,72,87,93,Eligible for Advanced Courses
S00490,Male,12,Yes,52,48,72,45,63,89,Needs Improvement
S00491,Female,12,Yes,97,93,100,95,100,89,Eligible for Advanced Courses
S00492,Male,12,Yes,51,50,40,45,70,72,Needs Improvement
S00493,Male,12,No,57,53,49,49,57,91,Needs Improvement
S00494,Female,10,Yes,64,52,76,69,68,72,Needs Improvement
S00495,Female,9,No,63,64,51,57,62,85,Needs Improvement
S00496,Male,10,Yes,63,60,56,56,66,71,Needs Improvement
S00497,Male,9,Yes,53,50,58,37,73,85,Needs Improvement
S00498,Male,12,Yes,59,70,66,60,72,98,Needs Improvement
S00499,Female,9,Yes,82,79,80,80,97,100,Eligible for Advanced Courses
S00500,Male,12,No,88,82,73,72,80,79,Needs Improvement
S00501,Male,12,No,67,67,58,52,75,96,Needs Improvement
S00502,Female,12,Yes,77,86,69,87,67,84,Needs Improvement
S00503,Female,11,Yes,77,83,85,60,91,89,Eligible for Advanced Courses
S00504,Female,9,No,59,48,37,44,76,60,Needs Improvement
S00505,Female,10,Yes,59,60,45,37,77,66,Needs Improvement
S00506,Male,10,Yes,83,87,81,85,100,100,Eligible for Advanced Courses
S00507,Female,11,Yes,66,60,59,64,53,93,Needs Improvement
S00508,Female,10,Yes,56,66,77,46,69,84,Needs Improvement
S00509,Female,11,Yes,76,70,73,66,59,91,Needs Improvement
S00510,Female,12,Yes,90,91,93,87,100,96,Eligible for Advanced Courses
S00511,Male,10,Yes,93,92,77,88,88,82,Needs Improvement
S00512,Male,9,No,53,69,62,67,51,78,Needs Improvement
S00513,Male,9,Yes,50,49,57,45,69,85,Needs Improvement
S00514,Male,9,Yes,92,100,100,88,100,91,Eligible for Advanced Courses
S00515,Female,9,Yes,66,66,79,65,83,88,Needs Improvement
S00516,Female,12,Yes,64,52,50,54,65,77,Needs Improvement
S00517,Female,9,Yes,81,82,66,71,95,83,Needs Improvement
S00518,Female,9,Yes,56,44,50,63,50,93,Needs Improvement
S00519,Female,10,Yes,74,78,80,72,84,76,Needs Improvement
S00520,Male,10,Yes,82,79,79,75,91,92,Eligible for Advanced Courses
S00521,Female,11,Yes,63,68,58,55,76,80,Needs Improvement
S00522,Female,12,Yes,83,87,84,83,82,87,Eligible for Advanced Courses
S00523,Male,11,Yes,78,68,74,89,80,86,Eligible for Advanced Courses
S00524,Male,9,Yes,77,82,62,76,87,77,Needs Improvement
S00525,Female,9,Yes,82,81,64,78,81,83,Needs Improvement
S00526,Male,12,No,73,80,68,61,75,85,Needs Improvement
S00527,Female,9,No,94,87,100,88,100,86,Eligible for Advanced Courses
S00528,Male,10,No,84,86,82,81,82,83,Needs Improvement
S00529,Female,11,Yes,80,75,78,81,72,79,Needs Improvement
S00530,Female,9,Yes,69,65,72,66,73,76,Needs Improvement
S00531,Male,10,Yes,50,38,50,42,86,70,Needs Improvement
S00532,Female,9,Yes,74,79,81,58,61,100,Needs Improvement
S00533,Female,11,Yes,82,84,66,58,93,78,Needs Improvement
S00534,Male,11,Yes,40,43,34,31,43,76,High Risk of Failure
S00535,Male,11,Yes,48,54,48,47,46,81,High Risk of Failure
S00536,Female,11,Yes,40,46,30,30,48,83,High Risk of Failure
S00537,Female,12,Yes,66,60,65,79,77,97,Needs Improvement
S00538,Female,12,Yes,77,73,78,74,82,84,Needs Improvement
S00539,Female,9,Yes,92,86,91,81,86,75,Needs Improvement
S00540,Male,9,Yes,46,34,30,30,48,77,High Risk of Failure
S00541,Male,12,Yes,62,61,65,58,75,83,Needs Improvement
S00542,Male,11,Yes,79,75,65,69,75,76,Needs Improvement
S00543,Male,10,Yes,67,69,56,56,59,85,Needs Improvement
S00544,Female,9,Yes,50,45,48,44,34,68,High Risk of Failure
S00545,Male,11,No,81,89,75,100,79,91,Eligible for Advanced Courses
S00546,Male,10,Yes,61,59,48,54,69,67,Needs Improvement
S00547,Female,10,Yes,72,81,62,73,92,84,Needs Improvement
S00548,Female,10,Yes,68,76,56,59,72,89,Needs Improvement
S00549,Female,11,Yes,77,80,72,72,97,97,Eligible for Advanced Courses
S00550,Female,10,Yes,97,98,84,86,83,71,Needs Improvement
S00551,Male,12,Yes,85,73,71,72,69,79,Needs Improvement
S00552,Female,11,No,62,61,53,58,66,90,Needs Improvement
S00553,Female,12,Yes,62,69,56,62,51,81,Needs Improvement
S00554,Male,11,Yes,49,53,60,58,64,86,Needs Improvement
S00555,Male,12,Yes,66,66,47,54,69,69,Needs Improvement
S00556,Female,11,Yes,40,42,42,41,52,90,High Risk of Failure
S00557,Male,11,Yes,40,46,46,41,51,77,High Risk of Failure
S00558,Female,11,Yes,64,73,53,71,67,88,Needs Improvement
S00559,Male,9,No,58,52,40,52,70,98,Needs Improvement
S00560,Male,12,Yes,47,47,46,49,52,76,High Risk of Failure
S00561,Male,12,Yes,79,72,74,73,95,100,Eligible for Advanced Courses
S00562,Female,10,Yes,57,59,62,57,69,89,Needs Improvement
S00563,Female,12,Yes,85,72,71,68,87,85,Eligible for Advanced Courses
S00564,Female,12,Yes,55,65,69,66,76,97,Needs Improvement
S00565,Female,9,Yes,55,48,63,51,52,82,Needs Improvement
S00566,Male,9,Yes,68,75,65,59,93,78,Needs Improvement
S00567,Female,10,Yes,81,86,81,86,100,85,Eligible for Advanced Courses
S00568,Female,9,Yes,65,72,66,68,77,97,Needs Improvement
S00569,Male,12,Yes,99,90,100,100,100,90,Eligible for Advanced Courses
S00570,Male,11,No,62,75,64,81,70,73,Needs Improvement
S00571,Female,12,No,50,64,41,56,45,68,Needs Improvement
S00572,Male,11,Yes,98,92,91,91,100,81,Needs Improvement
S00573,Male,12,Yes,64,74,69,77,82,71,Needs Improvement
S00574,Female,11,Yes,34,53,44,45,65,70,High Risk of Failure
S00575,Female,9,Yes,80,62,51,70,68,79,Needs Improvement
S00576,Male,10,Yes,58,68,60,61,50,81,Needs Improvement
S00577,Female,12,Yes,30,34,30,30,34,73,High Risk of Failure
S00578,Male,10,Yes,77,65,71,75,74,78,Needs Improvement
S00579,Male,10,Yes,99,100,89,96,100,92,Eligible for Advanced Courses
S00580,Male,10,Yes,59,65,56,59,60,86,Needs Improvement
S00581,Male,9,Yes,74,80,67,69,86,92,Eligible for Advanced Courses
S00582,Female,11,Yes,61,58,45,39,59,87,Needs Improvement
S00583,Female,11,Yes,71,63,65,66,84,80,Needs Improvement
S00584,Male,11,Yes,86,100,89,97,100,78,Needs Improvement
S00585,Male,11,No,64,77,64,67,87,96,Needs Improvement
S00586,Male,11,Yes,75,77,74,63,75,74,Needs Improvement
S00587,Male,11,Yes,89,91,83,94,93,98,Eligible for Advanced Courses
S00588,Female,10,Yes,86,98,75,97,92,87,Eligible for Advanced Courses
S00589,Female,10,Yes,41,38,34,37,58,82,High Risk of Failure
S00590,Male,10,Yes,72,73,85,68,99,87,Eligible for Advanced Courses
S00591,Male,11,No,77,78,66,64,76,82,Needs Improvement
S00592,Male,12,No,87,90,93,84,95,88,Eligible for Advanced Courses
S00593,Female,12,Yes,31,30,30,30,34,69,High Risk of Failure
S00594,Female,12,Yes,73,82,71,76,77,96,Eligible for Advanced Courses
S00595,Male,11,Yes,72,74,65,54,72,78,Needs Improvement
S00596,Female,10,Yes,69,75,60,54,74,92,Needs Improvement
S00597,Female,9,Yes,56,59,51,54,80,80,Needs Improvement
S00598,Female,9,Yes,73,71,66,67,84,81,Needs Improvement
S00599,Male,12,Yes,64,66,64,63,84,100,Needs Improvement
S00600,Male,11,No,30,35,50,30,40,60,High Risk of Failure
S00601,Male,12,No,52,52,53,47,67,87,Needs Improvement
S00602,Male,10,No,45,50,42,52,37,56,High Risk of Failure
S00603,Female,12,Yes,90,78,78,63,62,85,Needs Improvement
S00604,Male,10,No,81,68,73,83,84,93,Eligible for Advanced Courses
S00605,Female,10,Yes,65,80,64,72,63,87,Needs Improvement
S00606,Female,11,No,89,98,85,73,100,73,Needs Improvement
S00607,Male,10,No,81,73,77,92,91,79,Needs Improvement
S00608,Male,11,No,89,89,76,85,100,84,Needs Improvement
S00609,Male,10,Yes,91,87,93,84,100,76,Needs Improvement
S00610,Male,12,Yes,73,72,52,58,85,82,Needs Improvement
S00611,Female,12,Yes,57,59,45,58,63,83,Needs Improvement
S00612,Male,12,Yes,70,79,53,72,83,75,Needs Improvement
S00613,Female,12,No,71,74,79,72,83,77,Needs Improvement
S00614,Male,9,Yes,48,55,33,36,55,80,High Risk of Failure
S00615,Female,9,Yes,55,51,46,58,50,75,Needs Improvement
S00616,Female,10,Yes,62,57,50,54,46,69,Needs Improvement
S00617,Female,11,Yes,77,84,67,82,86,89,Eligible for Advanced Courses
S00618,Female,11,No,70,77,58,61,86,81,Needs Improvement
S00619,Male,9,Yes,93,82,84,71,97,79,Needs Improvement
S00620,Male,9,No,77,72,78,60,82,86,Needs Improvement
S00621,Female,9,No,88,83,69,73,83,94,Eligible for Advanced Courses
S00622,Male,11,Yes,51,43,49,47,42,69,High Risk of Failure
S00623,Female,9,Yes,86,83,84,84,93,89,Eligible for Advanced Courses
S00624,Female,10,Yes,80,71,84,65,79,76,Needs Improvement
S00625,Male,12,Yes,65,71,61,70,89,78,Needs Improvement
S00626,Male,10,Yes,49,40,30,35,45,91,High Risk of Failure
S00627,Male,12,Yes,70,71,64,58,80,78,Needs Improvement
S00628,Male,12,Yes,86,83,73,83,73,90,Eligible for Advanced Courses
S00629,Male,12,Yes,60,60,53,58,51,75,Needs Improvement
S00630,Male,11,Yes,76,71,64,70,85,88,Needs Improvement
S00631,Female,10,Yes,64,57,66,69,77,78,Needs Improvement
S00632,Male,9,Yes,50,68,49,65,76,65,Needs Improvement
S00633,Female,10,Yes,54,48,48,44,40,75,High Risk of Failure
S00634,Female,12,No,66,66,69,72,71,62,Needs Improvement
S00635,Male,10,Yes,72,80,78,79,64,81,Needs Improvement
S00636,Female,11,No,57,59,62,48,57,77,Needs Improvement
S00637,Male,10,Yes,87,82,67,66,70,96,Needs Improvement
S00638,Female,9,No,100,96,95,83,86,91,Eligible for Advanced Courses
S00639,Female,10,Yes,82,83,78,85,99,93,Eligible for Advanced Courses
S00640,Female,11,Yes,89,84,87,72,100,90,Eligible for Advanced Courses
S00641,Male,12,Yes,69,76,68,57,82,73,Needs Improvement
S00642,Male,9,No,84,86,72,75,84,79,Needs Improvement
S00643,Male,12,No,95,100,79,86,95,93,Eligible for Advanced Courses
S00644,Female,10,Yes,47,43,42,44,52,71,High Risk of Failure
S00645,Male,9,Yes,67,59,64,62,76,91,Needs Improvement
S00646,Male,12,Yes,65,65,52,55,79,75,Needs Improvement
S00647,Female,12,Yes,100,100,85,100,100,89,Eligible for Advanced Courses
S00648,Male,11,Yes,78,76,62,73,72,79,Needs Improvement
S00649,Male,10,Yes,67,72,56,77,55,87,Needs Improvement
S00650,Male,11,Yes,79,76,71,74,79,79,Needs Improvement
S00651,Male,9,Yes,93,84,83,82,84,98,Eligible for Advanced Courses
S00652,Male,12,Yes,69,60,72,54,73,88,Needs Improvement
S00653,Male,9,Yes,70,60,71,61,65,92,Needs Improvement
S00654,Male,10,Yes,81,80,77,70,100,82,Needs Improvement
S00655,Female,10,Yes,84,78,78,84,86,79,Needs Improvement
S00656,Female,9,Yes,96,89,79,100,98,96,Eligible for Advanced Courses
S00657,Male,11,Yes,41,42,34,45,51,90,High Risk of Failure
S00658,Male,12,Yes,78,81,77,61,76,98,Needs Improvement
S00659,Female,10,Yes,82,74,74,59,98,81,Needs Improvement
S00660,Male,9,Yes,70,77,47,66,75,79,Needs Improvement
S00661,Male,9,Yes,92,100,94,100,95,80,Needs Improvement
S00662,Female,10,Yes,89,79,78,84,100,77,Needs Improvement
S00663,Male,12,Yes,33,30,30,30,44,78,High Risk of Failure
S00664,Female,11,No,76,73,76,55,74,86,Needs Improvement
S00665,Male,9,Yes,63,67,59,63,76,68,Needs Improvement
S00666,Male,12,Yes,68,74,62,78,74,100,Needs Improvement
S00667,Female,11,Yes,67,63,54,70,60,79,Needs Improvement
S00668,Male,11,Yes,74,85,70,83,78,85,Eligible for Advanced Courses
S00669,Female,10,Yes,95,92,84,82,100,91,Eligible for Advanced Courses
S00670,Female,10,Yes,58,51,43,40,55,78,High Risk of Failure
S00671,Male,10,Yes,81,78,70,69,86,84,Needs Improvement
S00672,Male,11,Yes,76,73,63,78,89,97,Eligible for Advanced Courses
S00673,Male,11,Yes,79,70,74,67,71,90,Needs Improvement
S00674,Female,9,Yes,82,81,75,92,97,90,Eligible for Advanced Courses
S00675,Female,12,No,81,79,71,69,80,92,Eligible for Advanced Courses
S00676,Male,11,Yes,64,74,61,53,71,53,Needs Improvement
S00677,Female,11,Yes,78,81,66,72,68,74,Needs Improvement
S00678,Male,10,Yes,85,82,80,89,85,92,Eligible for Advanced Courses
S00679,Male,12,Yes,52,57,59,50,59,86,Needs Improvement
S00680,Female,11,No,64,55,67,53,75,80,Needs Improvement
S00681,Female,11,Yes,82,81,67,75,72,72,Needs Improvement
S00682,Male,10,Yes,91,87,75,87,92,82,Needs Improvement
S00683,Male,10,Yes,77,83,64,50,85,61,Needs Improvement
S00684,Female,12,Yes,43,62,41,48,46,87,High Risk of Failure
S00685,Male,12,Yes,62,62,58,60,67,64,Needs Improvement
S00686,Male,9,Yes,66,66,76,74,80,72,Needs Improvement
S00687,Male,10,No,56,50,48,57,77,71,Needs Improvement
S00688,Male,10,No,73,86,72,79,85,80,Needs Improvement
S00689,Male,11,Yes,66,62,57,57,60,98,Needs Improvement
S00690,Male,12,No,72,72,72,73,66,84,Needs Improvement
S00691,Male,9,Yes,60,60,39,53,57,93,Needs Improvement
S00692,Male,9,Yes,87,86,86,90,94,77,Needs Improvement
S00693,Male,10,Yes,73,81,75,82,63,96,Needs Improvement
S00694,Male,11,No,86,91,96,86,99,100,Eligible for Advanced Courses
S00695,Male,10,No,68,67,61,56,75,86,Needs Improvement
S00696,Male,9,No,70,71,62,87,89,68,Needs Improvement
S00697,Female,9,Yes,69,67,58,70,70,72,Needs Improvement
S00698,Male,12,No,97,86,88,90,90,94,Eligible for Advanced Courses
S00699,Male,12,Yes,95,97,83,81,94,77,Needs Improvement
S00700,Male,10,Yes,56,47,43,56,67,83,Needs Improvement
S00701,Male,9,Yes,51,54,56,58,56,81,Needs Improvement
S00702,Female,12,Yes,69,70,77,74,79,73,Needs Improvement
S00703,Male,9,Yes,77,70,76,76,93,72,Needs Improvement
S00704,Male,10,Yes,89,84,74,74,90,88,Eligible for Advanced Courses
S00705,Male,12,Yes,72,55,72,69,67,72,Needs Improvement
S00706,Female,11,No,80,79,59,73,77,90,Needs Improvement
S00707,Female,11,Yes,70,67,51,47,63,85,Needs Improvement
S00708,Male,9,No,84,81,79,75,68,89,Eligible for Advanced Courses
S00709,Male,12,Yes,88,90,81,76,92,83,Needs Improvement
S00710,Male,10,Yes,62,59,66,57,83,88,Needs Improvement
S00711,Female,9,Yes,71,65,60,61,95,100,Needs Improvement
S00712,Female,11,No,68,73,80,76,82,86,Eligible for Advanced Courses
S00713,Male,10,Yes,97,99,95,100,83,90,Eligible for Advanced Courses
S00714,Female,9,Yes,75,69,67,73,100,91,Eligible for Advanced Courses
S00715,Male,10,No,60,60,45,55,75,93,Needs Improvement
S00716,Female,11,Yes,67,81,78,91,97,72,Needs Improvement
S00717,Male,9,Yes,69,66,49,78,55,85,Needs Improvement
S00718,Male,11,Yes,69,72,56,83,65,88,Needs Improvement
S00719,Female,9,Yes,69,63,49,66,75,74,Needs Improvement
S00720,Male,9,No,97,96,75,91,94,90,Eligible for Advanced Courses
S00721,Male,11,Yes,47,44,49,51,33,89,High Risk of Failure
S00722,Male,11,Yes,88,93,86,86,91,84,Needs Improvement
S00723,Male,12,Yes,55,52,46,44,54,72,Needs Improvement
S00724,Female,10,Yes,64,74,64,66,92,95,Needs Improvement
S00725,Female,10,Yes,71,75,76,61,84,84,Needs Improvement
S00726,Female,11,Yes,79,75,79,61,80,86,Needs Improvement
S00727,Male,9,No,61,68,51,55,62,85,Needs Improvement
S00728,Female,9,Yes,39,36,50,37,44,77,High Risk of Failure
S00729,Male,9,No,54,58,60,57,66,93,Needs Improvement
S00730,Male,10,Yes,80,73,74,66,84,85,Eligible for Advanced Courses
S00731,Male,11,Yes,99,92,94,98,100,80,Needs Improvement
S00732,Male,9,Yes,51,40,39,40,51,79,High Risk of Failure
S00733,Male,9,Yes,63,64,60,60,73,91,Needs Improvement
S00734,Male,12,Yes,83,73,76,79,93,93,Eligible for Advanced Courses
S00735,Female,9,No,58,63,63,53,75,78,Needs Improvement
S00736,Male,10,Yes,70,75,68,82,67,86,Needs Improvement
S00737,Male,11,Yes,62,66,62,81,69,90,Needs Improvement
S00738,Male,9,Yes,63,73,68,74,88,73,Needs Improvement
S00739,Male,9,Yes,65,63,66,55,69,79,Needs Improvement
S00740,Male,11,Yes,87,71,60,72,83,75,Needs Improvement
S00741,Female,9,Yes,65,68,69,48,68,87,Needs Improvement
S00742,Female,10,Yes,68,56,54,58,58,87,Needs Improvement
S00743,Male,12,Yes,66,59,49,62,62,66,Needs Improvement
S00744,Female,11,Yes,77,85,74,76,73,79,Needs Improvement
S00745,Female,12,Yes,71,65,64,68,79,74,Needs Improvement
S00746,Female,9,Yes,76,76,65,86,83,90,Eligible for Advanced Courses
S00747,Female,10,Yes,72,52,50,56,69,82,Needs Improvement
S00748,Female,9,Yes,100,94,93,97,100,94,Eligible for Advanced Courses
S00749,Female,12,Yes,87,91,81,75,99,71,Needs Improvement
S00750,Male,12,Yes,89,86,73,90,98,91,Eligible for Advanced Courses
S00751,Female,10,Yes,59,54,51,48,62,75,Needs Improvement
S00752,Female,11,Yes,56,52,35,43,55,77,High Risk of Failure
S00753,Male,10,Yes,69,61,49,64,81,96,Needs Improvement
S00754,Male,11,No,62,57,59,44,51,100,Needs Improvement
S00755,Male,9,No,68,75,73,70,92,77,Needs Improvement
S00756,Female,12,Yes,62,52,57,61,65,89,Needs Improvement
S00757,Female,9,Yes,61,53,50,55,66,70,Needs Improvement
S00758,Male,10,Yes,68,74,69,63,86,87,Needs Improvement
S00759,Male,10,No,55,54,52,63,56,83,Needs Improvement
S00760,Male,9,Yes,62,55,56,57,73,86,Needs Improvement
